id,title,budget,revenue,date_id
10447,No Escape,2.0E7,1.534E7,19940429
9300,Orlando,4000000.0,2.71E7,19920901
9559,A Perfect World,3.0E7,1.35130999E8,19931124
9800,Philadelphia,2.6E7,2.0667844E8,19931222
713,The Piano,2.8E7,1.167E8,19930519
8291,Poetic Justice,1.4E7,2.7515786E7,19930723
18133,The Program,2900000.0,2.30422E7,19930924
25557,The Puppet Masters,2.0E7,8638072.0,19941021
10872,The Ref,1.1E7,1.1439193E7,19940309
1245,The Remains of the Day,1.15E7,2.3237911E7,19931105
11858,Renaissance Man,4.0E7,2.4332324E7,19940603
7007,Rising Sun,1.25E7,1.0719879E8,19930730
5550,RoboCop 3,1.7759769E7,1.069621E7,19930417
8005,Robin Hood: Men in Tights,2.0E7,3.5739755E7,19930728
2088,Romeo Is Bleeding,1.15E7,3275585.0,19930913
47889,Ruby in Paradise,800000.0,1001437.0,19931008
14534,Rudy,1.2E7,2.2750363E7,19930917
56583,The Saint of Fort Washington,2.0E7,3.6620508E7,19931103
41878,Savage Nights,2.1E7,4383538.0,19920819
424,Schindler's List,2.2E7,3.21365567E8,19931129
35233,The Scout,2.0E7,7000000.0,19940930
14291,Searching for Bobby Fischer,1.83E7,7266383.0,19930813
11236,The Secret Garden,1.5E7,3.71E7,19930813
11592,Serial Mom,1.3E7,7820688.0,19940413
8850,The Shadow,2.5E7,4.8063435E7,19940701
10445,Shadowlands,2.2E7,2750000.0,19931225
695,Short Cuts,1.5E8,6110979.0,19930905
43535,A Simple Twist of Fate,2.5E7,1.9844979E7,19940902
12519,Sirens,125000.0,7770731.0,19931001
23210,Six Degrees of Separation,2.0E8,5.86090727E8,19931208
858,Sleepless in Seattle,2.1E7,2.27799884E8,19930624
867,Sliver,4.0E7,1.163E8,19930521
78,Blade Runner,2.8E7,3.3139618E7,19820625
13203,Son in Law,1114000.0,3.64482E7,19930702
10442,So I Married an Axe Murderer,2.0E7,1.1585483E7,19930730
9607,Super Mario Bros.,4.8E7,2.0915465E7,19930528
17585,Surviving the Game,7400000.0,7690013.0,19940415
9057,Terminal Velocity,5.0E7,1.64789E7,19940923
20967,Thirty Two Short Films About Glenn Gould,1.9E7,1.8755936E7,19931126
10635,Threesome,4.0E7,1.23E7,19940408
9479,The Nightmare Before Christmas,1.8E7,7.5634409E7,19931009
10057,The Three Musketeers,4000000.0,5.3898845E7,19931111
11969,Tombstone,2.5E7,5.6505065E7,19931225
319,True Romance,750000.0,1.2281551E7,19930909
15139,The Pagemaster,2.7E7,1.3670688E7,19941123
161158,"Paris, France",3500000.0,1115493.0,19940204
85247,Killer,1.2E7,8880045.0,19940914
24405,Chasers,6.0E7,1596687.0,19940422
8223,Kika,2000000.0,7610785.0,19931028
41653,The Slingshot,5.8E7,8638163.0,19930924
23637,"Ciao, Professore!",8500000.0,7200000.0,19921001
17600,Spanking the Monkey,200000.0,2.7426335E7,19940115
21352,Andre,4.0E7,915840.0,19940817
37345,Princess Caraboo,166000.0,3021629.0,19940916
25403,Dear Diary,5000000.0,548192.0,19931012
771,Home Alone,2000000.0,4.76684675E8,19901109
251,Ghost,2.2E7,5.05E8,19900711
812,Aladdin,450000.0,5.04050219E8,19921125
280,Terminator 2: Judgment Day,1.0E8,5.2E8,19910701
581,Dances with Wolves,2.2E7,4.24208848E8,19901109
80350,Tough and Deadly,2.0E7,2.1972336E7,19950214
268,Batman,3.5E7,4.11348924E8,19890623
274,The Silence of the Lambs,500000.0,2.72742922E8,19910201
408,Snow White and the Seven Dwarfs,1488423.0,1.84925486E8,19371220
10020,Beauty and the Beast,2.5E7,3.77350553E8,19911113
10895,Pinocchio,2600000.0,8.43E7,19400223
114,Pretty Woman,1.4E7,4.63E8,19900323
41043,Window to Paris,5000000.0,1.4879423E7,19931201
576,The Wild Bunch,6244087.0,638641.0,19690617
59146,The Wooden Man's Bride,2.5E7,2000000.0,19940205
124472,A Great Day in Harlem,3.0E7,1.14663461E8,19940927
30528,Bye Bye Love,2.5E7,3.105544E7,19950316
7300,One Fine Day,3000000.0,9.752955E7,19961220
10824,Candyman: Farewell to the Flesh,3000000.0,1.3940383E7,19950317
275,Fargo,2000000.0,6.0611975E7,19960405
25059,Homeward Bound II: Lost in San Francisco,2000000.0,3.2709423E7,19960308
11827,Heavy Metal,9300000.0,1.3485145E7,19810807
8766,Hellraiser: Bloodline,4000000.0,1.6675E7,19960308
23570,The Pallbearer,8000000.0,188126.0,19960503
54850,Loaded,500000.0,1.8197518E7,19960412
51242,Bread and Chocolate,5.0E7,7033683.0,19740505
10112,The Aristocats,800000.0,5.5675257E7,19701223
46029,Two Much,450000.0,1400000.0,19960214
88893,Scream of Stone,1436000.0,2015000.0,19910101
52873,My Favorite Season,2.0E8,3.79751131E8,19930514
123505,A Modern Affair,5000000.0,3.8610009E7,19960906
340210,Condition Red,1.285099E7,3983997.0,19951208
12520,The Last Supper,1000000.0,442965.0,19950908
1592,Primal Fear,3.0E7,1.02616183E8,19960403
166901,Rude,8000000.0,6692182.0,19950908
36447,Carried Away,1000000.0,1.984E7,19960126
19042,All Dogs Go to Heaven 2,3500000.0,8620678.0,19960329
47449,Denise Calls Up,1500000.0,173066.0,19950517
40926,Frisk,8000000.0,1200000.0,19960322
2021,Jack & Sarah,1.2E7,218626.0,19950602
61752,Girl 6,5.0E7,4939939.0,19960322
287305,Peanuts – Die Bank zahlt alles,2000000.0,3600000.0,19960321
10684,Courage Under Fire,4.6E7,1.00860818E8,19960704
954,Mission: Impossible,1.0E7,4.57696359E8,19960522
68445,Cold Fever,7.0E7,7.5871032E7,19950210
8840,DragonHeart,5.7E7,1.15267375E8,19960531
16417,Yankee Zulu,1.0E7,7.7527732E7,19931201
10539,James and the Giant Peach,3.8E7,2.8921264E7,19960412
47502,Faithful,290000.0,9789900.0,19960403
11902,Underground,1.4E7,7000000.0,19950411
25087,Bloodsport II,2.7E7,684351.0,19960301
5801,Pather Panchali,7500000.0,536364.0,19550826
3065,Mystery Science Theater 3000: The Movie,1.8E7,2.4007324E7,19960419
318177,Tarantella,9800000.0,1.7164377E7,19960315
2300,Space Jam,8.0E7,2.502E8,19961115
8069,Barbarella,9000000.0,2500000.0,19681010
288173,Hostile Intentions,4.0E7,1.08332743E8,19950101
187851,They Bite,5000000.0,5000000.0,19960101
27768,Some Folks Call It a Sling Blade,1.0E8,5.822846E7,19940326
221917,The Run of the Country,3.5E7,2.71E7,19950922
8072,Alphaville,220000.0,3500000.0,19650505
88030,Tigrero: A Film That Was Never Made,1154000.0,1798500.0,19940101
83857,Windows,3500000.0,2.02E7,19800118
33245,It's My Party,1100000.0,6149791.0,19960322
124460,Country Life,1520000.0,3158000.0,19941027
40001,Mrs. Winterbourne,2.5E7,1.007E7,19960419
29621,Solo,2.0E7,3.4560577E7,19961023
117730,Under The Domim Tree,7000000.0,249610.0,19940101
48260,Butterfly Kiss,1.5E8,3.73062864E8,19950818
753,Faces,275000.0,1.21059225E8,19681124
9103,The Quest,3.0E7,5.7400547E7,19960419
90214,Cosi,1.5E8,3.56613439E8,19960304
10990,Mulholland Falls,5000000.0,1.9595168E7,19960426
12233,Oliver & Company,3.1E7,7.4151346E7,19881118
36355,Flipper,2.553E7,2.008002E7,19960517
37667,Captives,1.3E7,3.3750478E7,19940503
11876,The Horseman on the Roof,3.5E7,1.5E7,19950920
62364,Mouth to Mouth,1.3E7,5701481.0,19951110
73183,"The Haunted World of Edward D. Wood, Jr.",300000.0,4160000.0,19960501
9100,The Craft,1.5E7,2.4769466E7,19960503
40507,Original Gangstas,4800000.0,3014000.0,19960510
9802,The Rock,7.5E7,3.35062621E8,19960606
21588,Cemetery Man,4000000.0,345872.0,19940325
664,Twister,3000000.0,4.94471524E8,19960510
11867,Barb Wire,5000000.0,3793614.0,19960502
314352,Honeymoon,3.0E7,6552255.0,19960411
9323,Ghost in the Shell,1200000.0,2287714.0,19951118
10280,Thinner,1000000.0,1.0139416E7,19961025
10535,Spy Hard,1.8E7,1923918.0,19960524
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000.0,9440272.0,19640129
40751,Ashes of Time,2.0E7,7.7912251E7,19940916
9826,The Phantom,4.5E7,1.7300889E7,19960606
9879,Striptease,5.0E7,1.13309743E8,19960628
7095,Jack,4.5E7,5.8620973E7,19960809
46732,The Grass Harp,1.0E7,213982.0,19950910
627,Trainspotting,4000000.0,1.649108E7,19960223
32872,Til There Was You,1.0E7,1905058.0,19970530
602,Independence Day,7.5E7,8.16969268E8,19960625
9566,The Fan,5.5E7,1.8626419E7,19960815
10545,The Hunchback of Notre Dame,1.0E8,1.00138851E8,19960621
9894,The Cable Guy,4.7E7,1.02825796E8,19960610
11543,Kingpin,2.7E7,2.5023434E7,19960704
9268,Eraser,1.0E7,2.42295562E8,19960621
9327,The Nutty Professor,5.4E7,1.28769345E8,19960626
42005,A Hungarian Fairy Tale,3.24E7,3.459875E7,19870101
44535,Somebody to Love,1500000.0,2800000.0,19940927
44495,A Very Natural Thing,1.6E7,5.2545707E7,19740101
11228,Daylight,2000000.0,1.59212469E8,19961206
10779,The Frighteners,3.0E7,2.9359216E7,19960718
26748,Lone Star,5000000.0,1.3269963E7,19960621
9294,Phenomenon,3.2E7,1.52036382E8,19960705
11363,She's the One,3500000.0,9482579.0,19960826
31546,American Buffalo,2.0E7,665450.0,19960913
18550,Fled,2.5E7,1.7193231E7,19960719
11511,Kazaam,2.0E7,9705840.0,19960717
69895,Stefano Quantestorie,4200000.0,1792414.0,19930526
11962,Joe's Apartment,3000000.0,4619014.0,19960726
2925,The First Wives Club,2.6E7,1.164E8,19960920
28628,Stonewall,5000000.0,388789.0,19951001
3595,Ransom,8.0E7,3.09492681E8,19961108
9308,High School High,3000000.0,2.1302121E7,19961025
92381,Phat Beach,1.3E7,3558669.0,19960802
18555,Foxfire,3500000.0,258263.0,19960823
12123,Chain Reaction,5.0E7,6.0209334E7,19960802
10830,Matilda,3.6E7,3.3459416E7,19960802
10546,The Crow: City of Angels,1.3E7,1.7917287E7,19960829
31417,Eyes Without a Face,9.7E7,2.32380243E8,19600111
9431,Bordello of Blood,1.5E7,5600000.0,19960816
124619,Lotto Land,3.0E7,6.12060372E8,19950601
297645,The Story of Xinghua,1.5E7,1.73E7,19940330
144982,The Big Squeeze,1500000.0,1.021103568E9,19960906
47907,The Spitfire Grill,6000000.0,1.2643776E7,19960823
10061,Escape from L.A.,5.0E7,4.2277365E7,19960809
549,Basquiat,2962051.0,3011195.0,19960809
10478,Tin Cup,4.5E7,5.3854588E7,19960816
66634,Dingo,200000.0,300000.0,19910602
116690,The Ballad of Narayama,2.6E7,270813.0,19580601
100914,Crows and Sparrows,3000000.0,2015882.0,19490101
