date_id,full_date,year,quarter,month,month_name,day,week_of_year,day_of_week,day_name,is_weekend
19750611,1975-06-11,1975,2,6,June,11,24,2,Wednesday,False
19750618,1975-06-18,1975,2,6,June,18,25,2,Wednesday,False
19750625,1975-06-25,1975,2,6,June,25,26,2,Wednesday,False
19750701,1975-07-01,1975,3,7,July,1,27,1,Tuesday,False
19750808,1975-08-08,1975,3,8,August,8,32,4,Friday,False
19750814,1975-08-14,1975,3,8,August,14,33,3,Thursday,False
19750815,1975-08-15,1975,3,8,August,15,33,4,Friday,False
19750828,1975-08-28,1975,3,8,August,28,35,3,Thursday,False
19750904,1975-09-04,1975,3,9,September,4,36,3,Thursday,False
19750924,1975-09-24,1975,3,9,September,24,39,2,Wednesday,False
19750926,1975-09-26,1975,3,9,September,26,39,4,Friday,False
19750927,1975-09-27,1975,3,9,September,27,39,5,Saturday,True
19751001,1975-10-01,1975,4,10,October,1,40,2,Wednesday,False
19751010,1975-10-10,1975,4,10,October,10,41,4,Friday,False
19751017,1975-10-17,1975,4,10,October,17,42,4,Friday,False
19751019,1975-10-19,1975,4,10,October,19,42,6,Sunday,True
19751026,1975-10-26,1975,4,10,October,26,43,6,Sunday,True
19751122,1975-11-22,1975,4,11,November,22,47,5,Saturday,True
19751203,1975-12-03,1975,4,12,December,3,49,2,Wednesday,False
19751215,1975-12-15,1975,4,12,December,15,51,0,Monday,False
19751218,1975-12-18,1975,4,12,December,18,51,3,Thursday,False
19751219,1975-12-19,1975,4,12,December,19,51,4,Friday,False
19751225,1975-12-25,1975,4,12,December,25,52,3,Thursday,False
19760101,1976-01-01,1976,1,1,January,1,1,3,Thursday,False
19760205,1976-02-05,1976,1,2,February,5,6,3,Thursday,False
19760207,1976-02-07,1976,1,2,February,7,6,5,Saturday,True
19760302,1976-03-02,1976,1,3,March,2,10,1,Tuesday,False
19760318,1976-03-18,1976,1,3,March,18,12,3,Thursday,False
19760331,1976-03-31,1976,1,3,March,31,14,2,Wednesday,False
19760404,1976-04-04,1976,2,4,April,4,14,6,Sunday,True
19760407,1976-04-07,1976,2,4,April,7,15,2,Wednesday,False
19760409,1976-04-09,1976,2,4,April,9,15,4,Friday,False
19760422,1976-04-22,1976,2,4,April,22,17,3,Thursday,False
19760423,1976-04-23,1976,2,4,April,23,17,4,Friday,False
19760508,1976-05-08,1976,2,5,May,8,19,5,Saturday,True
19760526,1976-05-26,1976,2,5,May,26,22,2,Wednesday,False
19760606,1976-06-06,1976,2,6,June,6,23,6,Sunday,True
19760617,1976-06-17,1976,2,6,June,17,25,3,Thursday,False
19760618,1976-06-18,1976,2,6,June,18,25,4,Friday,False
19760623,1976-06-23,1976,2,6,June,23,26,2,Wednesday,False
19760626,1976-06-26,1976,2,6,June,26,26,5,Saturday,True
19760628,1976-06-28,1976,2,6,June,28,27,0,Monday,False
19760630,1976-06-30,1976,2,6,June,30,27,2,Wednesday,False
19760701,1976-07-01,1976,3,7,July,1,27,3,Thursday,False
19760706,1976-07-06,1976,3,7,July,6,28,1,Tuesday,False
19760709,1976-07-09,1976,3,7,July,9,28,4,Friday,False
19760811,1976-08-11,1976,3,8,August,11,33,2,Wednesday,False
19760812,1976-08-12,1976,3,8,August,12,33,3,Thursday,False
19760903,1976-09-03,1976,3,9,September,3,36,4,Friday,False
19760908,1976-09-08,1976,3,9,September,8,37,2,Wednesday,False
19760923,1976-09-23,1976,3,9,September,23,39,3,Thursday,False
19761005,1976-10-05,1976,4,10,October,5,41,1,Tuesday,False
19761015,1976-10-15,1976,4,10,October,15,42,4,Friday,False
19761024,1976-10-24,1976,4,10,October,24,43,6,Sunday,True
19761031,1976-10-31,1976,4,10,October,31,44,6,Sunday,True
19761103,1976-11-03,1976,4,11,November,3,45,2,Wednesday,False
19761105,1976-11-05,1976,4,11,November,5,45,4,Friday,False
19761118,1976-11-18,1976,4,11,November,18,47,3,Thursday,False
19761121,1976-11-21,1976,4,11,November,21,47,6,Sunday,True
19761122,1976-11-22,1976,4,11,November,22,48,0,Monday,False
19761203,1976-12-03,1976,4,12,December,3,49,4,Friday,False
19761205,1976-12-05,1976,4,12,December,5,49,6,Sunday,True
19761207,1976-12-07,1976,4,12,December,7,50,1,Tuesday,False
19761216,1976-12-16,1976,4,12,December,16,51,3,Thursday,False
19761217,1976-12-17,1976,4,12,December,17,51,4,Friday,False
19761220,1976-12-20,1976,4,12,December,20,52,0,Monday,False
19761225,1976-12-25,1976,4,12,December,25,52,5,Saturday,True
19770101,1977-01-01,1977,1,1,January,1,53,5,Saturday,True
19770112,1977-01-12,1977,1,1,January,12,2,2,Wednesday,False
19770125,1977-01-25,1977,1,1,January,25,4,1,Tuesday,False
19770209,1977-02-09,1977,1,2,February,9,6,2,Wednesday,False
19770225,1977-02-25,1977,1,2,February,25,8,4,Friday,False
19770309,1977-03-09,1977,1,3,March,9,10,2,Wednesday,False
19770311,1977-03-11,1977,1,3,March,11,10,4,Friday,False
19770318,1977-03-18,1977,1,3,March,18,11,4,Friday,False
19770319,1977-03-19,1977,1,3,March,19,11,5,Saturday,True
19770402,1977-04-02,1977,2,4,April,2,13,5,Saturday,True
19770403,1977-04-03,1977,2,4,April,3,13,6,Sunday,True
19770408,1977-04-08,1977,2,4,April,8,14,4,Friday,False
19770419,1977-04-19,1977,2,4,April,19,16,1,Tuesday,False
19770427,1977-04-27,1977,2,4,April,27,17,2,Wednesday,False
19770501,1977-05-01,1977,2,5,May,1,17,6,Sunday,True
19770525,1977-05-25,1977,2,5,May,25,21,2,Wednesday,False
19770526,1977-05-26,1977,2,5,May,26,21,3,Thursday,False
19770602,1977-06-02,1977,2,6,June,2,22,3,Thursday,False
19770615,1977-06-15,1977,2,6,June,15,24,2,Wednesday,False
19770617,1977-06-17,1977,2,6,June,17,24,4,Friday,False
19770622,1977-06-22,1977,2,6,June,22,25,2,Wednesday,False
19770624,1977-06-24,1977,2,6,June,24,25,4,Friday,False
19770707,1977-07-07,1977,3,7,July,7,27,3,Thursday,False
19770708,1977-07-08,1977,3,7,July,8,27,4,Friday,False
19770714,1977-07-14,1977,3,7,July,14,28,3,Thursday,False
19770715,1977-07-15,1977,3,7,July,15,28,4,Friday,False
19770722,1977-07-22,1977,3,7,July,22,29,4,Friday,False
19770810,1977-08-10,1977,3,8,August,10,32,2,Wednesday,False
19770817,1977-08-17,1977,3,8,August,17,33,2,Wednesday,False
19770824,1977-08-24,1977,3,8,August,24,34,2,Wednesday,False
19770910,1977-09-10,1977,3,9,September,10,36,5,Saturday,True
19771007,1977-10-07,1977,4,10,October,7,40,4,Friday,False
19771019,1977-10-19,1977,4,10,October,19,42,2,Wednesday,False
19771102,1977-11-02,1977,4,11,November,2,44,2,Wednesday,False
19771103,1977-11-03,1977,4,11,November,3,44,3,Thursday,False
19771116,1977-11-16,1977,4,11,November,16,46,2,Wednesday,False
19771127,1977-11-27,1977,4,11,November,27,47,6,Sunday,True
19771130,1977-11-30,1977,4,11,November,30,48,2,Wednesday,False
19771210,1977-12-10,1977,4,12,December,10,49,5,Saturday,True
19771216,1977-12-16,1977,4,12,December,16,50,4,Friday,False
19771217,1977-12-17,1977,4,12,December,17,50,5,Saturday,True
19771221,1977-12-21,1977,4,12,December,21,51,2,Wednesday,False
19771225,1977-12-25,1977,4,12,December,25,51,6,Sunday,True
19780101,1978-01-01,1978,1,1,January,1,52,6,Sunday,True
19780111,1978-01-11,1978,1,1,January,11,2,2,Wednesday,False
19780201,1978-02-01,1978,1,2,February,1,5,2,Wednesday,False
19780313,1978-03-13,1978,1,3,March,13,11,0,Monday,False
19780322,1978-03-22,1978,1,3,March,22,12,2,Wednesday,False
19780405,1978-04-05,1978,2,4,April,5,14,2,Wednesday,False
19780420,1978-04-20,1978,2,4,April,20,16,3,Thursday,False
19780428,1978-04-28,1978,2,4,April,28,17,4,Friday,False
19780510,1978-05-10,1978,2,5,May,10,19,2,Wednesday,False
19780518,1978-05-18,1978,2,5,May,18,20,3,Thursday,False
19780520,1978-05-20,1978,2,5,May,20,20,5,Saturday,True
19780526,1978-05-26,1978,2,5,May,26,21,4,Friday,False
19780601,1978-06-01,1978,2,6,June,1,22,3,Thursday,False
19780608,1978-06-08,1978,2,6,June,8,23,3,Thursday,False
19780609,1978-06-09,1978,2,6,June,9,23,4,Friday,False
19780616,1978-06-16,1978,2,6,June,16,24,4,Friday,False
19780621,1978-06-21,1978,2,6,June,21,25,2,Wednesday,False
19780623,1978-06-23,1978,2,6,June,23,25,4,Friday,False
19780627,1978-06-27,1978,2,6,June,27,26,1,Tuesday,False
19780707,1978-07-07,1978,3,7,July,7,27,4,Friday,False
19780712,1978-07-12,1978,3,7,July,12,28,2,Wednesday,False
19780714,1978-07-14,1978,3,7,July,14,28,4,Friday,False
19780719,1978-07-19,1978,3,7,July,19,29,2,Wednesday,False
19780721,1978-07-21,1978,3,7,July,21,29,4,Friday,False
19780724,1978-07-24,1978,3,7,July,24,30,0,Monday,False
19780725,1978-07-25,1978,3,7,July,25,30,1,Tuesday,False
19780727,1978-07-27,1978,3,7,July,27,30,3,Thursday,False
19780728,1978-07-28,1978,3,7,July,28,30,4,Friday,False
19780802,1978-08-02,1978,3,8,August,2,31,2,Wednesday,False
19780803,1978-08-03,1978,3,8,August,3,31,3,Thursday,False
19780901,1978-09-01,1978,3,9,September,1,35,4,Friday,False
19780902,1978-09-02,1978,3,9,September,2,35,5,Saturday,True
19780912,1978-09-12,1978,3,9,September,12,37,1,Tuesday,False
19780921,1978-09-21,1978,3,9,September,21,38,3,Thursday,False
19780922,1978-09-22,1978,3,9,September,22,38,4,Friday,False
19780929,1978-09-29,1978,3,9,September,29,39,4,Friday,False
19781005,1978-10-05,1978,4,10,October,5,40,3,Thursday,False
19781006,1978-10-06,1978,4,10,October,6,40,4,Friday,False
19781014,1978-10-14,1978,4,10,October,14,41,5,Saturday,True
19781024,1978-10-24,1978,4,10,October,24,43,1,Tuesday,False
19781025,1978-10-25,1978,4,10,October,25,43,2,Wednesday,False
19781101,1978-11-01,1978,4,11,November,1,44,2,Wednesday,False
19781102,1978-11-02,1978,4,11,November,2,44,3,Thursday,False
19781114,1978-11-14,1978,4,11,November,14,46,1,Tuesday,False
19781115,1978-11-15,1978,4,11,November,15,46,2,Wednesday,False
19781208,1978-12-08,1978,4,12,December,8,49,4,Friday,False
19781213,1978-12-13,1978,4,12,December,13,50,2,Wednesday,False
19781215,1978-12-15,1978,4,12,December,15,50,4,Friday,False
19781219,1978-12-19,1978,4,12,December,19,51,1,Tuesday,False
19781222,1978-12-22,1978,4,12,December,22,51,4,Friday,False
19790101,1979-01-01,1979,1,1,January,1,1,0,Monday,False
19790121,1979-01-21,1979,1,1,January,21,3,6,Sunday,True
19790125,1979-01-25,1979,1,1,January,25,4,3,Thursday,False
19790126,1979-01-26,1979,1,1,January,26,4,4,Friday,False
19790208,1979-02-08,1979,1,2,February,8,6,3,Thursday,False
19790209,1979-02-09,1979,1,2,February,9,6,4,Friday,False
19790302,1979-03-02,1979,1,3,March,2,9,4,Friday,False
19790316,1979-03-16,1979,1,3,March,16,11,4,Friday,False
19790328,1979-03-28,1979,1,3,March,28,13,2,Wednesday,False
19790406,1979-04-06,1979,2,4,April,6,14,4,Friday,False
19790411,1979-04-11,1979,2,4,April,11,15,2,Wednesday,False
19790412,1979-04-12,1979,2,4,April,12,15,3,Thursday,False
19790502,1979-05-02,1979,2,5,May,2,18,2,Wednesday,False
19790524,1979-05-24,1979,2,5,May,24,21,3,Thursday,False
19790525,1979-05-25,1979,2,5,May,25,21,4,Friday,False
19790531,1979-05-31,1979,2,5,May,31,22,3,Thursday,False
19790615,1979-06-15,1979,2,6,June,15,24,4,Friday,False
19790622,1979-06-22,1979,2,6,June,22,25,4,Friday,False
19790627,1979-06-27,1979,2,6,June,27,26,2,Wednesday,False
19790706,1979-07-06,1979,3,7,July,6,27,4,Friday,False
19790713,1979-07-13,1979,3,7,July,13,28,4,Friday,False
19790720,1979-07-20,1979,3,7,July,20,29,4,Friday,False
19790727,1979-07-27,1979,3,7,July,27,30,4,Friday,False
19790803,1979-08-03,1979,3,8,August,3,31,4,Friday,False
19790810,1979-08-10,1979,3,8,August,10,32,4,Friday,False
19790815,1979-08-15,1979,3,8,August,15,33,2,Wednesday,False
19790817,1979-08-17,1979,3,8,August,17,33,4,Friday,False
19790909,1979-09-09,1979,3,9,September,9,36,6,Sunday,True
19790910,1979-09-10,1979,3,9,September,10,37,0,Monday,False
19790914,1979-09-14,1979,3,9,September,14,37,4,Friday,False
19791001,1979-10-01,1979,4,10,October,1,40,0,Monday,False
19791004,1979-10-04,1979,4,10,October,4,40,3,Thursday,False
19791005,1979-10-05,1979,4,10,October,5,40,4,Friday,False
19791006,1979-10-06,1979,4,10,October,6,40,5,Saturday,True
19791017,1979-10-17,1979,4,10,October,17,42,2,Wednesday,False
19791019,1979-10-19,1979,4,10,October,19,42,4,Friday,False
19791026,1979-10-26,1979,4,10,October,26,43,4,Friday,False
19791030,1979-10-30,1979,4,10,October,30,44,1,Tuesday,False
19791107,1979-11-07,1979,4,11,November,7,45,2,Wednesday,False
19791115,1979-11-15,1979,4,11,November,15,46,3,Thursday,False
19791122,1979-11-22,1979,4,11,November,22,47,3,Thursday,False
19791201,1979-12-01,1979,4,12,December,1,48,5,Saturday,True
19791206,1979-12-06,1979,4,12,December,6,49,3,Thursday,False
19791213,1979-12-13,1979,4,12,December,13,50,3,Thursday,False
19791218,1979-12-18,1979,4,12,December,18,51,1,Tuesday,False
19791221,1979-12-21,1979,4,12,December,21,51,4,Friday,False
19791231,1979-12-31,1979,4,12,December,31,1,0,Monday,False
19800101,1980-01-01,1980,1,1,January,1,1,1,Tuesday,False
19800118,1980-01-18,1980,1,1,January,18,3,4,Friday,False
19800201,1980-02-01,1980,1,2,February,1,5,4,Friday,False
19800207,1980-02-07,1980,1,2,February,7,6,3,Thursday,False
19800208,1980-02-08,1980,1,2,February,8,6,4,Friday,False
19800211,1980-02-11,1980,1,2,February,11,7,0,Monday,False
19800229,1980-02-29,1980,1,2,February,29,9,4,Friday,False
19800307,1980-03-07,1980,1,3,March,7,10,4,Friday,False
19800312,1980-03-12,1980,1,3,March,12,11,2,Wednesday,False
19800314,1980-03-14,1980,1,3,March,14,11,4,Friday,False
19800327,1980-03-27,1980,1,3,March,27,13,3,Thursday,False
19800328,1980-03-28,1980,1,3,March,28,13,4,Friday,False
19800501,1980-05-01,1980,2,5,May,1,18,3,Thursday,False
19800509,1980-05-09,1980,2,5,May,9,19,4,Friday,False
19800512,1980-05-12,1980,2,5,May,12,20,0,Monday,False
19800516,1980-05-16,1980,2,5,May,16,20,4,Friday,False
19800517,1980-05-17,1980,2,5,May,17,20,5,Saturday,True
19800522,1980-05-22,1980,2,5,May,22,21,3,Thursday,False
19800523,1980-05-23,1980,2,5,May,23,21,4,Friday,False
19800606,1980-06-06,1980,2,6,June,6,23,4,Friday,False
19800613,1980-06-13,1980,2,6,June,13,24,4,Friday,False
19800617,1980-06-17,1980,2,6,June,17,25,1,Tuesday,False
19800619,1980-06-19,1980,2,6,June,19,25,3,Thursday,False
19800620,1980-06-20,1980,2,6,June,20,25,4,Friday,False
19800624,1980-06-24,1980,2,6,June,24,26,1,Tuesday,False
19800625,1980-06-25,1980,2,6,June,25,26,2,Wednesday,False
19800627,1980-06-27,1980,2,6,June,27,26,4,Friday,False
19800701,1980-07-01,1980,3,7,July,1,27,1,Tuesday,False
19800702,1980-07-02,1980,3,7,July,2,27,2,Wednesday,False
19800705,1980-07-05,1980,3,7,July,5,27,5,Saturday,True
19800711,1980-07-11,1980,3,7,July,11,28,4,Friday,False
19800718,1980-07-18,1980,3,7,July,18,29,4,Friday,False
19800724,1980-07-24,1980,3,7,July,24,30,3,Thursday,False
19800725,1980-07-25,1980,3,7,July,25,30,4,Friday,False
19800731,1980-07-31,1980,3,7,July,31,31,3,Thursday,False
19800801,1980-08-01,1980,3,8,August,1,31,4,Friday,False
19800802,1980-08-02,1980,3,8,August,2,31,5,Saturday,True
19800808,1980-08-08,1980,3,8,August,8,32,4,Friday,False
19800811,1980-08-11,1980,3,8,August,11,33,0,Monday,False
19800827,1980-08-27,1980,3,8,August,27,35,2,Wednesday,False
19800901,1980-09-01,1980,3,9,September,1,36,0,Monday,False
19800902,1980-09-02,1980,3,9,September,2,36,1,Tuesday,False
19800908,1980-09-08,1980,3,9,September,8,37,0,Monday,False
19800910,1980-09-10,1980,3,9,September,10,37,2,Wednesday,False
19800912,1980-09-12,1980,3,9,September,12,37,4,Friday,False
19800919,1980-09-19,1980,3,9,September,19,38,4,Friday,False
19800923,1980-09-23,1980,3,9,September,23,39,1,Tuesday,False
19800926,1980-09-26,1980,3,9,September,26,39,4,Friday,False
19801002,1980-10-02,1980,4,10,October,2,40,3,Thursday,False
19801107,1980-11-07,1980,4,11,November,7,45,4,Friday,False
19801114,1980-11-14,1980,4,11,November,14,46,4,Friday,False
19801119,1980-11-19,1980,4,11,November,19,47,2,Wednesday,False
19801121,1980-11-21,1980,4,11,November,21,47,4,Friday,False
19801203,1980-12-03,1980,4,12,December,3,49,2,Wednesday,False
19801204,1980-12-04,1980,4,12,December,4,49,3,Thursday,False
19801210,1980-12-10,1980,4,12,December,10,50,2,Wednesday,False
19801212,1980-12-12,1980,4,12,December,12,50,4,Friday,False
19801217,1980-12-17,1980,4,12,December,17,51,2,Wednesday,False
19801219,1980-12-19,1980,4,12,December,19,51,4,Friday,False
19801225,1980-12-25,1980,4,12,December,25,52,3,Thursday,False
19810114,1981-01-14,1981,1,1,January,14,3,2,Wednesday,False
19810205,1981-02-05,1981,1,2,February,5,6,3,Thursday,False
19810209,1981-02-09,1981,1,2,February,9,7,0,Monday,False
19810211,1981-02-11,1981,1,2,February,11,7,2,Wednesday,False
19810301,1981-03-01,1981,1,3,March,1,9,6,Sunday,True
19810306,1981-03-06,1981,1,3,March,6,10,4,Friday,False
19810311,1981-03-11,1981,1,3,March,11,11,2,Wednesday,False
19810315,1981-03-15,1981,1,3,March,15,11,6,Sunday,True
19810317,1981-03-17,1981,1,3,March,17,12,1,Tuesday,False
19810319,1981-03-19,1981,1,3,March,19,12,3,Thursday,False
19810327,1981-03-27,1981,1,3,March,27,13,4,Friday,False
19810403,1981-04-03,1981,2,4,April,3,14,4,Friday,False
19810410,1981-04-10,1981,2,4,April,10,15,4,Friday,False
19810424,1981-04-24,1981,2,4,April,24,17,4,Friday,False
19810501,1981-05-01,1981,2,5,May,1,18,4,Friday,False
19810515,1981-05-15,1981,2,5,May,15,20,4,Friday,False
19810522,1981-05-22,1981,2,5,May,22,21,4,Friday,False
19810529,1981-05-29,1981,2,5,May,29,22,4,Friday,False
19810612,1981-06-12,1981,2,6,June,12,24,4,Friday,False
19810617,1981-06-17,1981,2,6,June,17,25,2,Wednesday,False
19810619,1981-06-19,1981,2,6,June,19,25,4,Friday,False
19810623,1981-06-23,1981,2,6,June,23,26,1,Tuesday,False
19810625,1981-06-25,1981,2,6,June,25,26,3,Thursday,False
19810626,1981-06-26,1981,2,6,June,26,26,4,Friday,False
19810701,1981-07-01,1981,3,7,July,1,27,2,Wednesday,False
19810702,1981-07-02,1981,3,7,July,2,27,3,Thursday,False
19810710,1981-07-10,1981,3,7,July,10,28,4,Friday,False
19810717,1981-07-17,1981,3,7,July,17,29,4,Friday,False
19810724,1981-07-24,1981,3,7,July,24,30,4,Friday,False
19810727,1981-07-27,1981,3,7,July,27,31,0,Monday,False
19810731,1981-07-31,1981,3,7,July,31,31,4,Friday,False
19810807,1981-08-07,1981,3,8,August,7,32,4,Friday,False
19810813,1981-08-13,1981,3,8,August,13,33,3,Thursday,False
19810814,1981-08-14,1981,3,8,August,14,33,4,Friday,False
19810820,1981-08-20,1981,3,8,August,20,34,3,Thursday,False
19810821,1981-08-21,1981,3,8,August,21,34,4,Friday,False
19810822,1981-08-22,1981,3,8,August,22,34,5,Saturday,True
19810828,1981-08-28,1981,3,8,August,28,35,4,Friday,False
19810904,1981-09-04,1981,3,9,September,4,36,4,Friday,False
19810911,1981-09-11,1981,3,9,September,11,37,4,Friday,False
19810916,1981-09-16,1981,3,9,September,16,38,2,Wednesday,False
19810918,1981-09-18,1981,3,9,September,18,38,4,Friday,False
19810925,1981-09-25,1981,3,9,September,25,39,4,Friday,False
19811001,1981-10-01,1981,4,10,October,1,40,3,Thursday,False
19811009,1981-10-09,1981,4,10,October,9,41,4,Friday,False
19811015,1981-10-15,1981,4,10,October,15,42,3,Thursday,False
19811016,1981-10-16,1981,4,10,October,16,42,4,Friday,False
19811021,1981-10-21,1981,4,10,October,21,43,2,Wednesday,False
19811030,1981-10-30,1981,4,10,October,30,44,4,Friday,False
19811106,1981-11-06,1981,4,11,November,6,45,4,Friday,False
19811110,1981-11-10,1981,4,11,November,10,46,1,Tuesday,False
19811112,1981-11-12,1981,4,11,November,12,46,3,Thursday,False
19811113,1981-11-13,1981,4,11,November,13,46,4,Friday,False
19811117,1981-11-17,1981,4,11,November,17,47,1,Tuesday,False
19811202,1981-12-02,1981,4,12,December,2,49,2,Wednesday,False
19811204,1981-12-04,1981,4,12,December,4,49,4,Friday,False
19811211,1981-12-11,1981,4,12,December,11,50,4,Friday,False
19811215,1981-12-15,1981,4,12,December,15,51,1,Tuesday,False
19811218,1981-12-18,1981,4,12,December,18,51,4,Friday,False
19811220,1981-12-20,1981,4,12,December,20,51,6,Sunday,True
19811224,1981-12-24,1981,4,12,December,24,52,3,Thursday,False
19811225,1981-12-25,1981,4,12,December,25,52,4,Friday,False
19820101,1982-01-01,1982,1,1,January,1,53,4,Friday,False
19820107,1982-01-07,1982,1,1,January,7,1,3,Thursday,False
19820122,1982-01-22,1982,1,1,January,22,3,4,Friday,False
19820129,1982-01-29,1982,1,1,January,29,4,4,Friday,False
19820205,1982-02-05,1982,1,2,February,5,5,4,Friday,False
19820220,1982-02-20,1982,1,2,February,20,7,5,Saturday,True
19820302,1982-03-02,1982,1,3,March,2,9,1,Tuesday,False
19820312,1982-03-12,1982,1,3,March,12,10,4,Friday,False
19820324,1982-03-24,1982,1,3,March,24,12,2,Wednesday,False
19820325,1982-03-25,1982,1,3,March,25,12,3,Thursday,False
19820401,1982-04-01,1982,2,4,April,1,13,3,Thursday,False
19820402,1982-04-02,1982,2,4,April,2,13,4,Friday,False
19820403,1982-04-03,1982,2,4,April,3,13,5,Saturday,True
19820416,1982-04-16,1982,2,4,April,16,15,4,Friday,False
19820512,1982-05-12,1982,2,5,May,12,19,2,Wednesday,False
19820521,1982-05-21,1982,2,5,May,21,20,4,Friday,False
19820528,1982-05-28,1982,2,5,May,28,21,4,Friday,False
19820603,1982-06-03,1982,2,6,June,3,22,3,Thursday,False
19820604,1982-06-04,1982,2,6,June,4,22,4,Friday,False
19820606,1982-06-06,1982,2,6,June,6,22,6,Sunday,True
19820611,1982-06-11,1982,2,6,June,11,23,4,Friday,False
19820613,1982-06-13,1982,2,6,June,13,23,6,Sunday,True
19820617,1982-06-17,1982,2,6,June,17,24,3,Thursday,False
19820618,1982-06-18,1982,2,6,June,18,24,4,Friday,False
19820625,1982-06-25,1982,2,6,June,25,25,4,Friday,False
19820707,1982-07-07,1982,3,7,July,7,27,2,Wednesday,False
19820709,1982-07-09,1982,3,7,July,9,27,4,Friday,False
19820714,1982-07-14,1982,3,7,July,14,28,2,Wednesday,False
19820716,1982-07-16,1982,3,7,July,16,28,4,Friday,False
19820723,1982-07-23,1982,3,7,July,23,29,4,Friday,False
19820730,1982-07-30,1982,3,7,July,30,30,4,Friday,False
19820806,1982-08-06,1982,3,8,August,6,31,4,Friday,False
19820812,1982-08-12,1982,3,8,August,12,32,3,Thursday,False
19820813,1982-08-13,1982,3,8,August,13,32,4,Friday,False
19820817,1982-08-17,1982,3,8,August,17,33,1,Tuesday,False
19820820,1982-08-20,1982,3,8,August,20,33,4,Friday,False
19820823,1982-08-23,1982,3,8,August,23,34,0,Monday,False
19820825,1982-08-25,1982,3,8,August,25,34,2,Wednesday,False
19820901,1982-09-01,1982,3,9,September,1,35,2,Wednesday,False
19820917,1982-09-17,1982,3,9,September,17,37,4,Friday,False
19820924,1982-09-24,1982,3,9,September,24,38,4,Friday,False
19820930,1982-09-30,1982,3,9,September,30,39,3,Thursday,False
19821001,1982-10-01,1982,4,10,October,1,39,4,Friday,False
19821003,1982-10-03,1982,4,10,October,3,39,6,Sunday,True
19821008,1982-10-08,1982,4,10,October,8,40,4,Friday,False
19821021,1982-10-21,1982,4,10,October,21,42,3,Thursday,False
19821022,1982-10-22,1982,4,10,October,22,42,4,Friday,False
19821029,1982-10-29,1982,4,10,October,29,43,4,Friday,False
19821102,1982-11-02,1982,4,11,November,2,44,1,Tuesday,False
19821112,1982-11-12,1982,4,11,November,12,45,4,Friday,False
19821119,1982-11-19,1982,4,11,November,19,46,4,Friday,False
19821130,1982-11-30,1982,4,11,November,30,48,1,Tuesday,False
19821203,1982-12-03,1982,4,12,December,3,48,4,Friday,False
19821207,1982-12-07,1982,4,12,December,7,49,1,Tuesday,False
19821208,1982-12-08,1982,4,12,December,8,49,2,Wednesday,False
19821209,1982-12-09,1982,4,12,December,9,49,3,Thursday,False
19821210,1982-12-10,1982,4,12,December,10,49,4,Friday,False
19821211,1982-12-11,1982,4,12,December,11,49,5,Saturday,True
19821215,1982-12-15,1982,4,12,December,15,50,2,Wednesday,False
19821216,1982-12-16,1982,4,12,December,16,50,3,Thursday,False
19821217,1982-12-17,1982,4,12,December,17,50,4,Friday,False
19830101,1983-01-01,1983,1,1,January,1,52,5,Saturday,True
19830121,1983-01-21,1983,1,1,January,21,3,4,Friday,False
19830202,1983-02-02,1983,1,2,February,2,5,2,Wednesday,False
19830204,1983-02-04,1983,1,2,February,4,5,4,Friday,False
19830205,1983-02-05,1983,1,2,February,5,5,5,Saturday,True
19830218,1983-02-18,1983,1,2,February,18,7,4,Friday,False
19830223,1983-02-23,1983,1,2,February,23,8,2,Wednesday,False
19830316,1983-03-16,1983,1,3,March,16,11,2,Wednesday,False
19830323,1983-03-23,1983,1,3,March,23,12,2,Wednesday,False
19830325,1983-03-25,1983,1,3,March,25,12,4,Friday,False
19830331,1983-03-31,1983,1,3,March,31,13,3,Thursday,False
19830408,1983-04-08,1983,2,4,April,8,14,4,Friday,False
19830414,1983-04-14,1983,2,4,April,14,15,3,Thursday,False
19830429,1983-04-29,1983,2,4,April,29,17,4,Friday,False
19830501,1983-05-01,1983,2,5,May,1,17,6,Sunday,True
19830506,1983-05-06,1983,2,5,May,6,18,4,Friday,False
19830511,1983-05-11,1983,2,5,May,11,19,2,Wednesday,False
19830520,1983-05-20,1983,2,5,May,20,20,4,Friday,False
19830523,1983-05-23,1983,2,5,May,23,21,0,Monday,False
19830603,1983-06-03,1983,2,6,June,3,22,4,Friday,False
19830607,1983-06-07,1983,2,6,June,7,23,1,Tuesday,False
19830610,1983-06-10,1983,2,6,June,10,23,4,Friday,False
19830617,1983-06-17,1983,2,6,June,17,24,4,Friday,False
19830624,1983-06-24,1983,2,6,June,24,25,4,Friday,False
19830711,1983-07-11,1983,3,7,July,11,28,0,Monday,False
19830722,1983-07-22,1983,3,7,July,22,29,4,Friday,False
19830728,1983-07-28,1983,3,7,July,28,30,3,Thursday,False
19830729,1983-07-29,1983,3,7,July,29,30,4,Friday,False
19830805,1983-08-05,1983,3,8,August,5,31,4,Friday,False
19830810,1983-08-10,1983,3,8,August,10,32,2,Wednesday,False
19830812,1983-08-12,1983,3,8,August,12,32,4,Friday,False
19830819,1983-08-19,1983,3,8,August,19,33,4,Friday,False
19830902,1983-09-02,1983,3,9,September,2,35,4,Friday,False
19830907,1983-09-07,1983,3,9,September,7,36,2,Wednesday,False
19830909,1983-09-09,1983,3,9,September,9,36,4,Friday,False
