id,title,release_date,budget,revenue
339739,Henry Gamble's Birthday Party,2015-12-20,200000.0,0.0
287703,Café. Waiting. Love,2014-08-15,0.0,4747792.0
25625,Multiple Maniacs,1970-04-10,5000.0,0.0
168098,Cell,2016-07-06,0.0,1133031.0
80699,Miss Julie,2011-07-07,5500000.0,5000000.0
373476,Complete Unknown,2016-08-26,65000000.0,187145.0
217057,The Hero of Color City,2014-10-03,0.0,32188.0
397003,The Asian Connection,2016-05-13,2000000.0,0.0
359790,Blackway,2015-10-03,8000000.0,16458.0
343724,Identicals,2015-06-20,2004384.0,0.0
380225,Like Crazy,2016-05-17,250000.0,3542353.0
226437,Life Feels Good,2013-10-11,996519.0,0.0
258322,Fasten Your Seatbelts,2014-03-06,0.0,5260000.0
169357,The Bengali Night,1988-10-26,0.0,80912.0
266279,Night World,1932-05-04,0.0,95208.0
72152,Aarakshan,2011-08-12,6100000.0,7900000.0
63006,Dum Maaro Dum,2011-04-22,4800000.0,8400000.0
398535,Udta Punjab,2016-06-17,5980000.0,14900000.0
50125,AC/DC- Let There Be Rock,1980-09-14,0.0,1372975.0
115893,"The Life and Death of 9413, a Hollywood Extra",1928-06-16,0.0,97.0
24921,Rise of the Gargoyles,2009-06-21,2000000.0,0.0
376263,How to Let Go of the World and Love All the Things Climate Can't Change,2016-04-02,1600000.0,0.0
35891,Mansquito,2005-03-05,5000000.0,0.0
95700,Sicario,1994-07-20,30000000.0,84997446.0
334670,Gayby Baby,2015-04-29,0.0,8798.0
267192,Genius,2016-06-10,0.0,5681622.0
48502,El Estudiante,2010-10-10,0.0,170000.0
46548,Header,2006-08-12,349999.0,0.0
324668,Jason Bourne,2016-07-27,120000000.0,415484914.0
192097,Ghanchakkar,2013-06-28,4100000.0,5300000.0
54142,Mirch,2010-09-26,0.0,13081410.0
15975,Oye Lucky! Lucky Oye!,2008-11-28,1400000.0,1700000.0
323426,Shamitabh,2015-02-06,3700000.0,0.0
360606,Adventures in Babysitting,2016-06-24,7000000.0,34368475.0
312113,Black November,2012-12-07,12500000.0,0.0
316727,The Purge: Election Year,2016-06-29,10000000.0,118587880.0
328716,Detective K: Secret of the Lost Island,2015-02-11,0.0,27387870.0
333386,The Duel,2016-06-24,800000.0,4500.0
89904,The Demolitionist,1995-03-09,1000000.0,0.0
340611,Indignation,2016-07-29,0.0,3924527.0
337874,Goat,2016-09-23,0.0,23020.0
53010,La Chance de ma vie,2011-01-05,5000000.0,0.0
214209,Hide and Seek,2013-08-14,30000000.0,127369981.0
359412,Marauders,2016-07-01,15000000.0,1616004.0
309882,Patterns of Evidence: The Exodus,2015-01-14,300000.0,925576.0
58430,Solomon,1997-12-15,20000000.0,0.0
346641,The Nightmare,2015-07-01,0.0,28281.0
372411,Absolutely Fabulous: The Movie,2016-07-01,0.0,37915971.0
324322,They Will Have to Kill Us First,2015-10-13,522360.0,0.0
209645,Pond Hockey,2008-08-12,75.0,0.0
274504,The Adderall Diaries,2016-04-15,0.0,13191.0
49237,Fair Game,1986-07-24,50000000.0,11500000.0
184710,Quarantine L.A.,2013-03-09,1200000.0,0.0
254664,The Journey,2014-01-30,1220000.0,19873.0
156967,The Journey,1997-01-01,0.0,19873.0
66780,The Journey,2001-06-13,500000.0,19873.0
337703,The Red Turtle,2016-06-29,0.0,921974.0
394047,The Dog Lover,2016-07-08,2000000.0,0.0
400411,Satanic,2016-07-01,0.0,252.0
373922,Three,2016-06-02,9000000.0,0.0
354275,"Right Now, Wrong Then",2015-08-13,0.0,680728.0
394499,Porta dos Fundos: Contrato Vitalício,2016-06-30,840000.0,0.0
389425,Code of Honor,2016-05-06,8000000.0,0.0
272720,You're Human Like the Rest of Them,1967-05-29,2.0,0.0
371865,Slack Bay,2016-05-13,8104734.0,112481.0
361571,The Demons,2015-10-30,0.0,215637183.0
338189,It's Only the End of the World,2016-08-26,10000000.0,9231823.0
275603,The Portal,2014-03-22,1000.0,0.0
385031,Dirty Lies,2016-02-27,1000000.0,0.0
93091,Crazy Eyes,2012-07-06,10000000.0,6106.0
44510,The Grandmother,1970-01-01,7119.0,0.0
342213,La caliente niña Julietta,1981-03-20,0.0,591696.0
54893,One Day Like Rain,2007-06-15,500000.0,0.0
98644,Here,2011-01-21,40000000.0,15397270.0
366514,Up for Love,2016-05-04,10000000.0,0.0
